EntrezGene ID	RefSeq ncRNA [e.g. NR_002834]
503538	NR_015380
441177	NR_027284
9863	
9454	
390152	
135948	
221395	
2746	
100507540	NR_110953
100507540	NR_110952
100507540	
222894	
3213	
23581	
100506469	NR_038396
100506469	
10071	
7881	
160287	
10714	
9853	
59082	
101927239	
101927239	NR_110748
101929128	NR_125431
101929128	
84455	
9371	
286257	
79625	
27085	
51257	
222235	
27180	
10113	
728450	
728450	NR_110635
337974	
83401	
201501	
54957	
121278	
6119	
157922	
643	
55109	
55607	
29920	
3736	
23780	
503637	NR_122113
503637	
503637	NR_122112
642477	NR_122113
642477	NR_122112
3433	
10944	
100128054	
100128054	NR_033969
64960	
353142	
55064	
64761	
27429	
100128714	NR_040082
100128714	
401474	
442720	NR_003024
85403	
6569	
27022	
100507466	NR_038251
100507466	
100134934	
23179	
154141	
100506677	NR_037584
84989	NR_027182
257160	
5931	
390264	
29934	
1158	
55295	
80279	
51768	
3707	
55048	
1798	
7769	
347365	
6426	
101929341	
252969	
27291	
487	
3960	
11344	
4901	
89978	
731157	
731157	NR_105024
196541	
729993	
8871	
389396	
7697	
55086	
5163	
3704	NR_052000
3704	
3704	NR_052001
2260	
197342	
79098	
101929473	NR_120578
8668	
984	
388942	
388942	NR_033996
80128	
80128	NR_046329
80128	NR_046327
51575	
80021	
246330	
23303	
9121	
664	
101929723	
101929723	NR_110263
100874264	NR_046764
245972	
6415	
140576	
594840	NR_002438
50808	
10513	
100127955	
401258	
54477	
57488	
101930100	
401265	
3360	
146378	
339221	
8612	
84188	
9232	
6676	
100129842	
4257	
64925	
100874275	NR_046811
10750	
9252	
64951	
9906	
4150	
283856	NR_027078
283856	
135295	
123591	
22890	
9353	
150864	
9924	
116039	
400619	
400619	NR_033876
85474	
154796	
59	
222865	
563	
134549	
9130	
1830	
6944	
3227	
114928	
100528062	
51444	
401612	
9653	
165055	
163351	
54726	
56311	
80095	
132430	
5699	
150350	
93668	NR_026684
100506421	NR_131234
100506421	NR_131235
100506421	NR_131233
100506421	
50515	
83858	
85409	
58480	
11315	
274	
83938	
83938	NR_131178
57017	
11047	
285512	NR_002806
285512	
84513	
342850	
58476	
84792	
5616	NR_028062
5616	
51422	
124602	
151313	
90655	
727905	
8034	
101929472	NR_109945
101929472	
223	
22931	
22908	
6553	
4882	
6223	
2159	
5373	
11061	
79685	
64180	
10893	
5452	
284252	
445328	
64110	
337973	
3757	
81848	
151174	
151174	NR_026925
220164	
84897	
55008	
816	
56097	
153657	
1081	
100874259	NR_047031
5121	
10913	
7258	
26051	
644353	
644353	NR_026694
8943	
1950	
23250	
55330	
63876	
26330	
84708	
449491	NR_073407
79852	
728096	
101927337	
302	
55351	
6049	
100642175	NR_131221
58487	
645332	
645332	NR_024249
8792	
63931	
339487	
149076	
9918	
148327	
58526	
100534592	
9119	
81562	
219870	
5582	
1998	
6694	
83656	NR_026814
83656	
1297	
51192	
115290	
100861520	NR_046711
29104	
6906	
22952	NR_040249
22952	
8908	
151246	
5370	NR_003922
30014	
79177	
7712	
55709	
103752588	NR_125801
219869	
101928931	NR_110702
10436	
401647	
7979	
7979	NR_038948
401388	
401388	NR_038948
100506136	
100506136	NR_038948
8476	
54503	
5905	
10609	
27102	
64779	
51196	
85481	
55063	
25898	
9963	
7549	
283579	
113201	
254158	
2888	
10871	
100874278	NR_046817
147166	
100506025	NR_038946
100506025	
644054	
11281	
541473	NR_003602
541473	
2570	
338917	
64218	
23019	
767846	NR_003242
767846	
9619	
2642	
223117	
3783	
9312	
105372179	
80201	
55471	
392364	NR_040117
101928358	
101928358	NR_110652
80764	
1107	
5611	
642345	
642345	NR_033829
4642	
9495	
730112	
4640	
414918	
84689	
112937	
23037	
157869	
10127	
10295	
64434	
26092	
3202	
56341	
4296	
84166	
55573	
10221	
64446	
339366	
64756	
155400	NR_104013
252952	NR_001549
1305	
283385	
252950	NR_001550
390265	
344657	
112495	
10999	
2747	
169693	
54558	
79884	
4846	
79033	
79132	
5998	
645188	
5876	
150082	
126370	
474343	
10086	
55145	
728712	
57035	
51715	
51372	
100131726	
100131726	NR_024479
388633	
4052	
284996	
5507	
23732	
401264	NR_103446
401264	
1824	
387885	
145389	
102216342	NR_108097
102216342	
84064	
23623	
389432	
54457	
84631	
144811	
207147	
207147	NR_036483
575	
101927661	
101927661	NR_110568
79751	
3606	
6874	
431705	
388951	
8685	
400950	
728047	
55604	
55094	
1565	
10562	
10928	
6787	
346653	
1773	
28232	
950	
5309	
7074	
102723809	NR_110550
56107	
388015	
6819	
92129	
105373635	
64432	
3306	
7251	
4129	
101929680	
101929680	NR_110598
101929680	NR_110260
102724058	
102724058	NR_110598
102724058	NR_110260
23194	
9861	
114088	
5145	
51324	
486	
9807	
100861540	
164380	NR_001279
164380	
23197	
89970	
4323	
1408	
1118	
386653	
10083	
143888	
144321	
101929112	
96459	
50835	
5341	
10733	
163404	
6993	
5566	
339105	
1955	
51705	
219931	
641700	
56109	
56937	
9328	
3214	
84229	
151827	
23395	
11168	
286223	
79672	
9572	
151234	NR_037191
151234	
6590	
902	
283349	
283755	
283755	NR_036432
283659	
101929549	NR_110112
55339	
54089	NR_024028
2521	
221303	
729920	
2984	
9607	
79041	
57542	
51512	
1445	
449492	NR_073408
84033	
222171	
9092	
727	
9469	
55701	
79628	
53405	
6041	
103752555	NR_125784
23160	
55118	
26165	
729359	
79673	
916	
128153	
292	
1893	
51062	
122060	
102724167	NR_110659
22848	
7761	
140886	
7013	
1903	
4157	
84461	
4673	
5660	
6721	
100533106	
79135	
728606	NR_024259
346606	
9631	
6788	
404266	
404266	NR_033203
404266	NR_110329
404266	NR_033205
404266	NR_110330
116841	NR_024485
116841	NR_024486
116841	
100130093	NR_024485
100130093	NR_024486
100130093	
79717	
54741	
11080	
26030	
9260	
54737	
63897	
8942	
85452	
57654	
27101	
85001	NR_026914
85001	
3481	
4616	
83786	
101929591	
101929591	NR_109956
729224	
84105	
6427	
741	
9896	
6327	
105376912	
4821	
84779	
730102	NR_037167
730102	
340591	
340591	NR_026551
101929567	NR_110257
101929567	
142678	
64419	
644511	NR_026715
100131378	
8877	
100128881	NR_036480
100128881	
1436	
353141	
79722	
91746	
375690	NR_033266
375690	
112942	
100874055	NR_047499
100874055	
51384	
101929497	NR_120580
29122	
64838	
10434	
8710	
8036	
113510	
64949	
6155	
254187	
84417	
101928992	NR_110043
84439	
84135	
25897	
25972	
89866	
166379	
1964	
4076	
114780	
824	
4522	
100506680	NR_103450
283089	
283089	NR_033850
80705	
54923	
506	
7416	
80008	
57722	
91057	
10920	
8099	
84988	
100885848	
140739	
118987	
919	
3913	
113177	
222962	
64118	
26211	
5516	
80196	
57102	
152877	
129852	
3276	
100507034	
100507034	NR_038284
389649	
646450	
286186	NR_033893
57623	
54511	
353140	
554279	NR_040064
554279	
64648	
161247	
11244	
100862704	NR_046414
100862704	
2847	
79156	
10611	
27290	
22845	
9075	
5565	
9514	
10825	
122773	
83894	
8916	
101929134	
337985	
441520	
728911	
9898	
90952	
100507388	NR_121617
100507388	
9352	
6128	
80772	
123970	
23633	
282974	
22920	
55341	
3422	
4674	
7173	
3956	
29902	
3837	
10524	
9923	
100505826	NR_038341
100505826	
8471	
133686	
819	
135	
440925	NR_027433
51069	
83539	
84070	
80305	
9069	
105373580	
101927151	
101927151	NR_110691
100506557	
101927502	NR_109772
101927502	
116228	
116228	NR_132420
57002	
100873963	
84771	NR_110561
84771	NR_051986
84771	NR_046018
84771	NR_024005
84771	
727856	NR_110561
727856	NR_051986
727856	NR_046018
727856	NR_024005
727856	
100287102	NR_110561
100287102	NR_051986
100287102	NR_046018
100287102	NR_024005
100287102	
100287596	NR_110561
100287596	NR_051986
100287596	NR_046018
100287596	NR_024005
100287596	
9496	
2968	
203260	
26039	
730100	
3201	
7378	
8737	
3559	
29765	
728218	NR_046091
728218	
79075	
3301	
56108	
56832	
163154	
25849	
6385	
81857	
27132	
51107	
5443	
3426	
6919	
26160	
670	
23243	
8509	
9720	
2669	
619207	NR_002934
619207	
7155	
140564	
79739	
3159	
100188949	NR_024464
100188949	
57683	
955	
54874	
6753	
449493	NR_029386
414224	
414224	NR_029396
3161	
1667	
728358	
6786	
3284	
101929528	NR_105005
101929528	
8890	
4841	
517	
26249	
10485	
101101772	NR_073453
23596	
9002	
8526	
342132	
100288801	
26206	
256987	
283111	
150962	
91734	
3669	
256302	
10376	
49856	
29089	
133482	
171392	
10208	
126231	
100130361	
6507	
401286	NR_117091
101929693	NR_110861
6627	
100505658	NR_038333
390999	
663	
30811	
54812	
6275	
51668	
23660	
79817	
102503429	NR_105009
79159	
27075	
255231	
55239	
54813	
221833	
284029	NR_026951
10666	
89887	
821	
79782	
100134869	NR_004847
54810	
648987	
648987	NR_104649
648987	NR_104651
100874195	NR_046539
100874195	NR_051994
100874195	NR_051993
55074	
338879	
55486	
50853	
100874237	NR_046666
2835	
64781	
100507421	
79865	
81789	
79785	
2960	
55245	
51427	
23163	
23353	
101927513	
55038	
5236	
56114	
100506068	NR_040042
100506068	NR_040041
100506068	
860	
860	NR_103532
928	
401585	NR_125365
10584	
55660	
10097	
1961	
10160	
254028	
254028	NR_122043
10911	
492311	
104413892	NR_126424
340204	
7278	
128821	
105375556	NR_133929
639	
56120	NR_001297
56120	
51226	
8270	
643311	
1611	
100130231	
100130231	NR_038447
100130231	NR_038446
63877	
128506	
54360	
4038	
374655	
11165	
361	
23528	
343035	
102723536	
57636	
728386	
25873	
1719	
3791	
100505894	
100505894	NR_039995
100505894	NR_039993
100505894	NR_105019
57223	
100287513	
1657	
158572	NR_026742
4056	
79668	
51066	
105376948	
51042	
100288797	
646262	
55432	
10106	
100873946	NR_046653
25961	
25961	NR_104264
56105	
23608	
619455	NR_037183
113802	
6210	
80000	
390260	
1346	
100652759	NR_045697
23283	
10406	
11284	
100288323	
81794	
389058	
80308	
93650	
81892	
348761	NR_033879
348761	
10670	
100506963	NR_038280
100506963	
9524	
90203	
89910	
4703	
643836	
81318	
1495	
55915	
729857	
3177	
147906	
91408	
128653	
153579	
100505663	
100505663	NR_109937
50940	
100506775	NR_117097
100506775	
51280	
26154	
11113	
284800	NR_026713
284800	
102724804	NR_125829
102724804	
100133311	
100133311	NR_038832
100133311	NR_038831
284312	
256643	
339403	
9595	
389856	
283999	
353238	
9990	
6741	
8697	
79603	
283683	NR_040057
283683	
25915	
23212	
400620	
400620	NR_040020
4914	
339524	
339524	NR_026985
339524	NR_026989
390243	
10256	
57613	
10198	
51460	
402569	
57404	
139425	
140947	
255654	NR_040002
280658	
414899	
54886	
653123	
653123	NR_110999
131601	
4300	
3982	
6524	
3604	
6390	
5446	
92106	
100128977	
127391	
64005	
2526	
3347	
25942	
100142659	
80059	
23022	
10144	
973	
10566	
51199	
27113	
25914	
9500	
7067	
79056	
10133	
55671	
9855	
101929584	
101929584	NR_120477
5858	
9056	
51605	
1441	
83742	
26145	
9340	
1185	
5032	
90075	
79933	
64770	
140893	
85025	
2254	
64343	
5243	
387810	NR_104155
80851	
93343	
199777	
51035	
392255	
398	
9705	
100873917	NR_046623
1990	
219287	
101928823	
101928823	NR_120560
401105	NR_024413
100507334	
100507334	NR_037626
339929	NR_036497
100038246	NR_130723
100038246	
509	
100874196	NR_046540
8541	
10560	
4586	
4760	
6876	
121506	
10159	
60482	
5520	
116255	
101929608	NR_109878
132160	
3184	
101927934	NR_105045
23141	
100128494	NR_104178
100303728	
100303728	NR_028443
100507389	NR_038455
100507389	
27151	
100144603	NR_021492
3991	
102723578	
102723578	NR_110629
93426	
3787	
26686	
51537	
23549	
65265	
84912	
7092	
10699	
93210	
56616	
93081	
90293	
8481	
84919	
10658	
101929082	NR_105010
8667	
81704	
23787	
55252	
6323	
10870	
5208	
10767	
79877	
8260	
339344	
7514	
10536	
101927796	NR_110064
653125	
101929268	NR_105002
2022	
125875	
9144	
23609	
57408	
100505771	NR_132417
100505771	NR_132418
729246	
347127	NR_026851
347127	
3995	
54677	
6924	
11234	
962	
2054	
54899	
6191	
284266	
84856	NR_026827
84856	
389332	NR_024418
286467	NR_026975
55090	
441178	NR_117092
51733	
10800	
90390	
55039	
26010	
220992	
160760	
8427	
80111	
103752586	NR_125793
100885798	NR_048550
3965	
389207	
9950	
55857	
285282	
26071	
374286	
100129620	NR_033940
8550	
8379	
115704	
122616	
89953	
10161	
89837	
89837	NR_026859
105376554	
3195	
55735	
285796	NR_028390
144715	
56913	
6759	
64431	
3676	
79723	
1528	
80063	
3240	
347442	
200132	
130814	
2787	
81033	
100289650	NR_036584
4240	
55503	
56904	
9315	
113235	
4337	
1375	
10045	
5935	
80237	
26239	
3801	
135138	
6188	
79902	
100287362	
23604	
9834	NR_026800
9834	
5358	
10810	
54754	
8538	
27112	
50863	
6169	
56342	
6274	
10622	
166336	
377047	
8438	
282969	
205	
10142	
79896	
100287177	NR_130729
100287177	
3619	
102557615	NR_108020
124842	
79894	
25769	
2676	
101927908	NR_134280
102724264	
9205	
29103	
5093	
349160	
349160	NR_046103
5357	
5764	
127435	
123355	
4353	
3929	
389151	
6487	
1260	
53335	
9575	
104326189	NR_126373
2140	
2140	NR_104214
1389	
255812	
255812	NR_003264
7779	
26762	
729420	
5499	
55512	
170949	NR_036687
170949	NR_036686
100287083	NR_036687
100287083	NR_036686
441549	
9162	
54977	
25794	
55589	
121391	
9098	
259234	NR_027695
259234	
6895	
23259	
10898	
400451	
1272	
9708	
6670	
100861514	NR_104120
55152	
127253	
60467	NR_026783
55806	
2735	
101927220	NR_110671
55320	
102723833	NR_125992
102723833	
3162	
3417	
5464	
11001	
3024	
100289087	
284835	NR_024100
284835	
285205	NR_015394
5914	
9648	
8739	
339210	
1265	
80230	
23017	
79816	
100507261	
100507261	NR_131246
55776	
339541	
55876	
728082	
23390	
5303	
101929151	
1437	
27133	
55635	
84677	NR_026839
84677	NR_026842
84677	
84677	NR_026838
2706	
51076	
1487	
84549	
728642	
284040	
339501	
246778	
1880	
10437	
64776	
101929710	NR_130776
101929710	
80034	
3620	
2837	
147700	
388115	
10791	
3485	
26054	
79020	
54862	
729201	
8030	
6338	
54491	
414260	NR_033923
127343	
81928	
125228	
63027	
55571	
730227	NR_034150
730227	
1129	
493753	
84645	
51203	
4175	
323	
29763	
85444	
131873	
54059	
338339	
80311	
4110	
5496	
730811	
730811	NR_024468
440836	
2059	
5429	
79087	
85509	
64860	
100286979	NR_037931
100286979	
23165	
213	
128859	
2690	
100533496	
29088	
23040	
23229	
23126	
105372918	
148189	
148189	NR_027301
11328	
10325	
25766	
7483	
55004	
51780	
56106	
27031	
9955	
125919	
3767	
8295	
102467212	NR_104670
80816	
57106	
10066	
7469	
81624	
162427	
54926	
64078	
341208	
102724386	NR_120521
102724386	
8407	
54961	
55869	
80309	
101930028	
1215	
129685	
57448	
8443	
285172	
51480	
646892	
6722	
79158	
104355291	NR_126407
85379	
57088	
257407	
374739	
100873977	NR_046556
729020	
143689	
729013	NR_034137
729013	
10265	
100996630	
5033	
54851	
55511	
10170	
400553	
400553	NR_120310
1538	
9378	
199953	
84173	
7399	
9443	
201254	
2529	
84305	
2799	
5867	
4139	
91603	
255512	NR_029409
10625	
151195	
388523	
145483	
101929310	NR_120654
101929310	
3563	
54938	
254013	
101929328	
101929328	NR_120655
101927667	
101927667	NR_110718
9753	
200014	
100130148	
150297	
200504	
162540	
5351	
9768	
152110	
148362	
148362	NR_109927
30832	
91574	
90416	
100874092	NR_046652
4046	
56675	
100128977	NR_024559
79104	NR_024149
79104	
84328	
5408	
898	
9804	
83795	
1198	
22944	
5801	
4627	
55760	
23024	
128822	
9421	
6554	
100505768	NR_038324
5094	
552900	
56271	
151278	
55610	
2635	
100129345	NR_033943
100129345	
78989	
83475	
56906	
389634	
389634	NR_024420
51054	NR_037144
51054	
105377348	NR_131186
11017	
83931	
441457	
89838	NR_026858
89838	NR_027470
89838	
100288380	NR_026858
100288380	NR_027470
100288380	
118427	
28978	
53339	
7474	
3959	
26353	
152189	
5891	
432	
10574	
100874078	NR_046592
79609	
79609	NR_049739
208	
53938	
10882	
3692	
79713	
55536	
126402	
56113	
51237	
100	
6642	
283848	
10939	
23594	
285193	
25888	
81309	
6235	
10287	
100874035	
6227	
101927726	
101927726	NR_109960
339855	
7832	
121274	
2173	
353139	
100129215	
9686	
146227	
54020	
8608	
10291	
51520	
92922	
3200	
493860	
3848	
102467147	
102467147	NR_104664
55384	NR_033360
55384	
55384	NR_003530
55384	NR_046466
55384	NR_046468
55384	NR_033358
55384	NR_002766
55384	NR_003531
55384	NR_033359
199834	
105372556	
6571	
146845	
5830	
3622	
192286	
148789	
29896	
26136	
29901	
4666	
7782	
4217	
526	
438	
23361	
3131	
100130717	NR_024482
100130717	NR_024483
344905	
4637	
638	
202243	
3851	
337867	
101927396	NR_120620
51144	
23362	
5683	
116092	
6728	
5889	
147837	
55593	
56948	
3300	
390174	
168507	
29953	
254778	
100885781	NR_047699
728945	
55137	
22918	
285753	
1365	
55194	
85478	
151484	
151484	NR_038238
101928053	NR_120540
4023	
140775	
55553	
5045	
253430	
29880	
342931	
8383	
7434	
83849	
102724488	
101929690	NR_120367
101929690	
727982	NR_034134
727982	
1044	
728090	
56951	
58486	
2804	
54971	
84541	
65010	
63922	
157680	
5319	
729723	
729723	NR_034113
9254	
104355138	NR_126381
4282	
56963	
103	
10370	
7748	
9100	
7633	
54941	
2286	
3725	
11261	
5160	
100507114	NR_132116
100507114	NR_132115
340706	
2108	
388886	
101927289	
101927289	NR_110220
9830	
121214	
84750	
54540	
2153	
9726	
64425	
104310351	NR_126354
9329	
55622	
115811	
101929557	NR_120582
100129271	
100996385	NR_103794
695	
400839	NR_040102
26229	
79729	
200942	
8433	
4504	
389	
388325	
6856	
51710	
51477	
10430	
401236	
116843	
147646	
145957	
219670	
285613	
23414	
29895	
7766	
347487	
146183	
23116	
9945	
6398	
93164	NR_002774
93164	
6470	
26258	
284751	NR_034124
284751	
728752	NR_036504
101928559	NR_110074
1654	
1654	NR_126094
101928971	NR_121679
4336	
85007	
85007	NR_103509
101927586	NR_109950
94059	
8609	
25865	
100874530	NR_104187
131450	
220064	
7818	
4751	
8111	
133690	
254552	
116064	
92345	
9136	
202052	
100129597	NR_051983
5789	
24139	
23098	
38	
89780	
6400	
7781	
440700	NR_036683
440700	
3654	
7494	
125931	
55365	
1525	
7780	
1855	
105379662	
102724593	
140628	
132204	
163786	
5697	
9905	
6309	
4887	
3297	
23054	
1453	
127262	
636	
105374698	NR_134265
2331	
102723924	
93986	
160	
10018	
10269	
221481	
25907	
4329	
79710	
84268	
199974	
246721	
84706	
8395	
55967	
100287404	
10988	
10475	
80233	
24147	
202051	
92196	
5321	
9077	
11158	
5982	
4542	
29999	
440	
170392	
101929631	NR_110794
101929340	NR_120577
101929340	
284418	
136051	
102724774	NR_131251
59341	
51491	
354	
196477	
442038	
23109	
6631	
6168	
259249	
101929076	NR_120345
101060211	
100861546	NR_047494
3792	
6815	
285456	NR_026968
285456	
6857	
6832	
22853	
9314	
94097	
100129935	NR_026870
100129935	
79796	
84309	
101928162	NR_120463
101928162	
286530	
79228	
4062	
27295	
101929350	
3549	
1137	
102723788	
439916	NR_038868
140690	
2118	
84548	
22828	
10385	
84924	
84464	
23521	
27243	
23516	
10427	
51282	
375567	
11174	
1490	
80347	
390598	
1551	
131177	
20	
91156	
272	
101929743	NR_120369
101929743	
84318	
100133251	
100132077	NR_033937
101929634	
9704	
93550	
58510	
137695	
353288	
6757	
166378	
51322	
641372	
7004	
51428	
10512	
51277	
441250	
163183	
91694	
8115	
5959	
246176	
128346	
8976	
83594	
1869	
5968	
5646	
125965	
9563	
102723483	NR_110624
102723483	NR_110625
339318	
7267	
22826	
728747	
28511	
6337	
8802	
55970	
6434	
7620	
9758	
51087	
283876	NR_033904
283876	
29116	
2668	
55592	
55592	NR_024261
63928	
5253	
81539	
102724776	
102724776	NR_125937
100288520	
81532	
90826	
6004	
100507331	NR_038357
10251	
9582	
23169	
5433	
225	
440348	
57644	
64794	
81037	
6725	
101927219	
101927219	NR_109949
1997	
8534	
10857	
55852	
8641	
56521	
7673	
5549	
795	
27287	
7044	
29080	
205327	
4249	
56920	
2791	
3385	
80341	
7412	
101927258	
101927258	NR_121180
101927258	NR_121120
101927258	NR_121181
1801	
10678	
57698	
9022	
342371	
10660	
283869	
158326	
284358	
9649	
25894	
57727	
101927419	NR_120621
23097	
79097	
553103	NR_110997
553103	
79154	
3383	
91748	
239	
27241	
2615	
8187	
112611	
54821	
100874010	NR_046664
100874010	
5816	
55745	
124995	
83445	
100287879	NR_033978
6016	
30816	
161829	
10050	
285464	
23143	
90522	
9248	
338328	
3192	
645191	
155184	
9276	
7869	
164312	
605	
60592	
29988	
644150	
441094	
441094	NR_021490
441094	NR_109818
401428	
401428	NR_002158
6583	
587	
63973	
53615	
283860	
283860	NR_024347
124925	
8350	
400558	NR_046200
22871	
101927000	NR_132384
1374	
105369920	
122509	
104326057	NR_126370
104326057	NR_126369
51018	
147968	
9032	
57019	
85479	
150165	
4594	
5532	
84668	
9794	
91768	
108	
79184	
150365	
4435	
23557	
23557	NR_052020
23557	NR_052019
9322	
5917	
1906	
84217	
504191	
126206	
54210	
2826	
8825	
3615	
94234	
245910	
10668	
347454	
1002	
101669767	NR_104319
3702	
6125	
8530	
54904	
5455	
440184	
440184	NR_110308
440184	NR_024338
195977	
3476	
105416157	
105416157	NR_131157
