EntrezGene ID	Affy HTA-2_0 probeset
164656	
6887	TC09000538.hg
6887	TC09002158.hg
105379175	TC05001768.hg
10293	TC03001419.hg
10293	
401250	TC6_qbl_hap6000054.hg
401250	TC6_mcf_hap5000049.hg
401250	TC6_mann_hap4000055.hg
401250	TC6_cox_hap2000063.hg
401250	TC6_dbb_hap3000054.hg
401250	TC06000367.hg
401250	TC6_ssto_hap7000050.hg
401250	TC6_apd_hap1000035.hg
1627	TC05002108.hg
1627	
26231	
26231	TC16001183.hg
2882	TC01000643.hg
23413	TC09000731.hg
23413	
3566	
3566	TC16000293.hg
1428	TC16000934.hg
1428	
64782	TC15000840.hg
64782	
253827	
253827	TC12000582.hg
101929577	TC04002665.hg
101929577	TC04001449.hg
283989	
283989	TC17000854.hg
407738	
339201	TC17001574.hg
339201	
5927	TC12002701.hg
5927	TC12001082.hg
5927	
57801	TC01002080.hg
57801	
100505879	TC06004006.hg
100505879	TC06002321.hg
56061	TC16000256.hg
56061	
9235	
9235	TC16000099.hg
116071	
116071	TC11001921.hg
55924	
55924	TC01005706.hg
55924	TC01002990.hg
55924	TC01002991.hg
55924	TC01005707.hg
55924	TC01005708.hg
101928718	
101928718	TC01005706.hg
101928718	TC01002990.hg
101928718	TC01002991.hg
101928718	TC01005707.hg
101928718	TC01005708.hg
9217	TC20001316.hg
9217	TC20000458.hg
9217	
4507	TC09002880.hg
4507	
4507	TC09001845.hg
4507	TC09000105.hg
401399	TC07001845.hg
401399	
100130827	TC19001876.hg
100130827	
10926	TC07000524.hg
10926	TC10002678.hg
10926	
163033	TC19001877.hg
163033	
2202	TC02001867.hg
2202	
414149	
100526739	TC01004175.hg
100526739	
51755	TC17000474.hg
51755	
51755	TC17000475.hg
50805	TC05001117.hg
50805	
81031	TC20001244.hg
81031	TC20000366.hg
81031	
441459	TC09000143.hg
441459	
51530	
51530	TC07001860.hg
83692	TC0X001486.hg
83692	
135886	TC07000448.hg
196743	TC10002928.hg
196743	
51561	TC12000512.hg
51561	TC12002390.hg
642	TC17001328.hg
642	
79840	
79840	TC02005053.hg
4255	TC10000927.hg
4255	
285203	TC03001535.hg
285203	
101927708	TC11003018.hg
101927708	TC11001297.hg
101927708	
80179	TC17001402.hg
80179	TC17002597.hg
101927541	TC20000398.hg
101927541	TC20001276.hg
84467	TC19001126.hg
84467	
8621	TC07000254.hg
8621	TC07002274.hg
8621	TC07002273.hg
8621	
2181	TC02001350.hg
2181	
80895	
80895	TC02002911.hg
11045	TC19000480.hg
54700	TC16001474.hg
54700	TC16001806.hg
54700	TC16000892.hg
101927347	
9015	TC01003867.hg
9015	
8850	TC03000113.hg
8850	
162540	TC17000591.hg
162540	TC17_ctg5_hap1000020.hg
404217	TC19001123.hg
127255	
127255	TC01002783.hg
1777	TC19001212.hg
1777	
10478	
10478	TC22000814.hg
1345	TC08002444.hg
6497	TC01000057.hg
6497	
114788	TC08001538.hg
114788	
57190	TC01006315.hg
57190	
122786	
122786	TC14000297.hg
5687	TC14002294.hg
5687	
79861	TC10000993.hg
534	18670501
534	18670503
534	18670500
534	18670509
534	18673919
534	18673918
534	18673920
534	18670502
534	18670508
534	TC06004115.hg
534	18670510
534	18673924
534	18670504
534	TC6_dbb_hap3000232.hg
534	TC6_mcf_hap5000217.hg
534	TC6_qbl_hap6000231.hg
534	TC6_cox_hap2000253.hg
534	TC6_mann_hap4000201.hg
534	18670507
534	TC6_ssto_hap7000205.hg
534	18670511
534	18670506
534	18673921
534	18670505
166647	TC04002487.hg
166647	TC04002488.hg
166647	TC04001079.hg
166647	
39	TC06003166.hg
39	TC06001147.hg
5372	
5372	TC22000828.hg
27092	TC17000790.hg
9942	
9942	TC03000191.hg
645249	TC07002710.hg
645249	ADDON002369.hg
645249	TC07001052.hg
641516	
641516	TC18000908.hg
641516	TC18000468.hg
113451	
113451	TC01000439.hg
256158	TC09002299.hg
256158	TC09000732.hg
256158	TC09000733.hg
256158	TC09002300.hg
256158	TC09002937.hg
256158	TC09002301.hg
256158	TC09000734.hg
256158	TC09002938.hg
256158	
51248	TC0X001113.hg
51248	
57198	
57198	TC01001274.hg
64061	TC0X000310.hg
64061	
730051	ADDON002069.hg
730051	ADDON000498.hg
730051	
730051	TC19001905.hg
100379220	TC04000961.hg
100379220	TC04002412.hg
9890	TC01000891.hg
221981	TC07001146.hg
221981	TC07002791.hg
221981	TC07002790.hg
221981	
9502	TC0X001052.hg
9502	TC0X000300.hg
6136	
6136	TC09001601.hg
6136	TC09001602.hg
27434	
27434	TC07001333.hg
7332	TC22000993.hg
7332	TC22000092.hg
100128640	TC03001295.hg
100128640	TC03002863.hg
4915	
4915	TC09000388.hg
646603	TC04000715.hg
646603	
8682	TC01001364.hg
8682	
368	TC16000901.hg
368	TC16001783.hg
368	TC16001784.hg
368	TC16001431.hg
368	TC16000206.hg
368	TC16000886.hg
105369239	TC16000901.hg
105369239	TC16001783.hg
105369239	TC16001784.hg
105369239	TC16001431.hg
105369239	TC16000206.hg
105369239	TC16000886.hg
100506433	TC14001994.hg
100506433	TC14001091.hg
373863	TC05001864.hg
84504	TC10001775.hg
84504	TC10001776.hg
84504	ADDON002655.hg
105370622	TC14000560.hg
105370622	TC14001812.hg
105370622	ADDON000245.hg
23075	TC11000175.hg
23075	
101928909	ADDON000246.hg
101928909	ADDON001866.hg
101928909	TC14000558.hg
947	TC01003777.hg
947	TC01006073.hg
947	TC01003776.hg
947	TC01006074.hg
100130776	TC12000540.hg
100130776	ADDON002340.hg
100130776	TC12002401.hg
4738	TC14001936.hg
4738	TC14002343.hg
4738	
54606	TC07001343.hg
54606	
117531	TC09000333.hg
117531	
6884	TC01002949.hg
55146	
55146	TC07000067.hg
121642	TC12001947.hg
121642	
53371	
53371	TC04001307.hg
160418	
160418	TC12000694.hg
100526771	TC11003371.hg
9578	TC14001534.hg
9578	
92979	TC12000543.hg
728194	TC07000073.hg
728194	TC07001123.hg
728194	
140	
26128	TC10000414.hg
26128	
29911	TC19001209.hg
29911	
81501	
81501	TC08000653.hg
26093	
26093	TC19000674.hg
59286	TC19000164.hg
59286	
100873930	TC0X001114.hg
148741	TC01001096.hg
8428	
23039	TC08000160.hg
23039	
22998	
378881	TC14000741.hg
378881	TC14000748.hg
26284	TC17000333.hg
26284	TC17000332.hg
26284	
101410534	
1959	
1974	TC02001145.hg
1974	
1974	TC03001025.hg
65072	TC02004780.hg
65072	
65072	TC02002672.hg
29097	TC01001847.hg
29097	
100507257	TC14000765.hg
100507257	TC14001865.hg
100507257	
931	
931	TC11000510.hg
100507679	TC6_mcf_hap5000039.hg
100507679	TC06002702.hg
100507679	TC6_qbl_hap6000045.hg
100507679	TC06000354.hg
100507679	TC6_dbb_hap3000045.hg
100507679	TC6_ssto_hap7000040.hg
100507679	TC6_apd_hap1000032.hg
100507679	TC6_cox_hap2000052.hg
100507679	TC6_mann_hap4000045.hg
22915	TC04000493.hg
22915	
55343	
55343	TC11000387.hg
150221	TC22000086.hg
150221	TC22000544.hg
150221	TC22000517.hg
729867	TC01005887.hg
729867	TC01003398.hg
740	TC11002724.hg
740	TC11000617.hg
740	
115950	
115950	TC19002678.hg
26268	
5700	TC14000552.hg
5700	
4904	TC01000531.hg
4904	
84636	TC0X000428.hg
23149	TC19000342.hg
23149	
54055	TC21000277.hg
54055	
339291	TC18000034.hg
339529	TC01001984.hg
339529	TC01005149.hg
83857	TC12001350.hg
83857	
255025	
255025	TC03002423.hg
6565	TC03000625.hg
6565	
2560	
2560	TC04000273.hg
346517	
56623	TC09001731.hg
23438	TC05000732.hg
23438	
100288687	TCUn_gl000228000002.hg
100288687	TC04000943.hg
100288687	TCUn_gl000228000003.hg
100288687	TCUn_gl000228000007.hg
100288687	TC04000945.hg
100288687	TC04000942.hg
100288687	TC04000939.hg
100288687	TCUn_gl000228000013.hg
100288687	TCUn_gl000228000005.hg
100288687	TCUn_gl000228000001.hg
100288687	TCUn_gl000228000004.hg
100288687	TCUn_gl000228000006.hg
100288687	TCUn_gl000228000010.hg
100288687	TCUn_gl000228000009.hg
100288687	TCUn_gl000228000008.hg
100288687	TC10000957.hg
100288687	TC04000946.hg
100288687	TC04000944.hg
100288687	TC04000941.hg
100288687	TC04000940.hg
100288687	TCUn_gl000228000014.hg
100288687	TC18000271.hg
105374344	TC04001848.hg
105374344	TC04000018.hg
101929384	TC12000005.hg
267	TC16001132.hg
267	
147991	
147991	TC19000426.hg
5803	TC07000738.hg
5803	
104909134	TC17002239.hg
104909134	TC17_ctg5_hap1000028.hg
104909134	TC17002876.hg
3449	TC09000953.hg
387129	
387129	TC07000222.hg
387129	TC07002248.hg
101060351	
2902	TC09002887.hg
2902	
140688	
10993	TC12001989.hg
10993	
89849	TC11000770.hg
89849	
100288142	TC01006369.hg
100288142	TC01004716.hg
100288142	TC01004689.hg
100288142	TC01006428.hg
100288142	TC01005800.hg
100288142	TC01005799.hg
100288142	TC01004691.hg
1729	
1729	TC05001870.hg
7425	TC07003087.hg
7425	TC07001683.hg
786	TC17000791.hg
3451	TC09000954.hg
7126	TC17000320.hg
7126	
11259	
84219	TC16000735.hg
84219	
84971	TC19000178.hg
84971	
84971	TC19000179.hg
25771	
25771	TC22000399.hg
105371814	TC17001653.hg
105371814	
57628	
122809	TC14000321.hg
122809	
285525	TC04001156.hg
285525	
3441	TC09000950.hg
5682	
5682	TC11003474.hg
169166	TC08001480.hg
169166	
100127967	TC12000422.hg
100127967	
10472	TC01001985.hg
100873937	TC03001139.hg
319101	TC12001530.hg
319101	
112	
112	TC12001457.hg
112	TC12002863.hg
65264	TC17000634.hg
65264	
51015	
51015	TC05000615.hg
103312105	TC11001563.hg
103312105	TC11003123.hg
103312105	TC11003124.hg
6736	TC0Y000121.hg
92552	TC0X000866.hg
92552	
344561	TC02000826.hg
100093698	TC0X000054.hg
100093698	TC0X001600.hg
9028	TC16000025.hg
10274	TC03001812.hg
10274	
445372	TC11002538.hg
445372	TC11003442.hg
2827	TC01000362.hg
2827	ADDON002782.hg
105378328	TC10002672.hg
105378328	TC10001328.hg
729348	TC02000385.hg
729348	TC02003291.hg
6935	TC10000219.hg
6935	
55762	
55762	TC19001808.hg
55762	TC19002649.hg
10946	TC01002529.hg
10946	
284408	
284408	TC19002117.hg
8454	TC07000969.hg
100874323	TC07002212.hg
100874323	TC07000168.hg
79719	TC15001587.hg
79719	
284992	
284992	TC02001141.hg
10302	
10302	TC15001578.hg
9643	TC0X002170.hg
9643	TC0X001242.hg
9643	
387036	TC06001378.hg
387036	TC06003543.hg
387036	TC05003453.hg
3685	TC02001100.hg
3685	
25816	
25816	TC05000565.hg
23617	TC22000041.hg
81693	TC14000790.hg
81693	
51728	TC16000720.hg
2014	TC19002190.hg
2014	TC19000699.hg
2014	
4595	
57510	TC06003653.hg
57510	TC06001751.hg
57510	
3446	TC09000952.hg
3448	TC09002912.hg
23614	TC17000318.hg
23614	TC17002140.hg
6672	
652	TC14001148.hg
652	
26048	TC16000834.hg
26048	
100287639	TC03002996.hg
100287639	TC03001594.hg
100287639	
56649	
56649	TC11001059.hg
55142	TC15000321.hg
55142	
157506	TC08000482.hg
157506	
100294362	TC17002814.hg
100294362	TC17001935.hg
100294362	
138639	TC09000455.hg
138639	
124045	TC16000702.hg
124045	TC16001714.hg
124045	
126820	TC01000814.hg
126820	
126820	TC01000815.hg
10787	TC02002592.hg
10787	TC02004737.hg
10787	
57630	TC04001724.hg
57630	TC04002813.hg
57630	
101929164	TC19002408.hg
5362	TC01006075.hg
5362	TC01003778.hg
5362	
26103	TC10001472.hg
6932	TC05002628.hg
6932	TC05000657.hg
6932	
651302	TC06000277.hg
651302	TC06002669.hg
651302	
10813	TC0X000619.hg
10813	
100506082	ADDON002736.hg
3587	TC11002896.hg
3587	TC11001058.hg
3587	
642636	
64689	
2869	TC10000865.hg
2869	
59274	ADDON002822.hg
59274	TC15000754.hg
100507436	TC06002708.hg
57413	
6801	TC02001736.hg
6801	TC02004160.hg
6801	
5588	TC10001014.hg
10426	TC13000887.hg
51741	TC16000631.hg
51741	
91039	TC19001068.hg
91039	
91039	TC19001069.hg
9650	
9650	TC08000434.hg
7755	TC16000101.hg
7755	
64847	TC17002844.hg
64847	
56970	
56970	TC17001575.hg
3632	TC10000946.hg
3632	
8854	TC15002553.hg
8854	TC15001482.hg
8854	
286676	TC03001700.hg
286676	
6464	TC01006381.hg
6464	
6539	TC12001079.hg
6539	
79834	TC15001691.hg
79834	TC15002637.hg
79834	TC15002635.hg
79834	
284369	
284369	TC19000776.hg
55207	TC03000016.hg
55207	
6703	TC01006374.hg
6703	TC01005834.hg
3444	TC09002913.hg
339123	TC16000734.hg
339123	
10131	
10131	TC16000822.hg
5678	
5678	TC19001584.hg
4325	TC08002410.hg
4325	TC08001396.hg
4325	
135927	TC07000925.hg
25780	
84287	TC10000696.hg
84287	
50507	TC11002178.hg
50507	TC11002666.hg
50507	TC11003286.hg
50507	
399968	
399968	TC11001163.hg
2925	TC0X000073.hg
27202	TC19000677.hg
100505718	TC08001300.hg
100505718	TC08002372.hg
100505718	
56953	TC17000196.hg
56953	
55779	TC03003035.hg
55779	
55779	TC03001660.hg
343263	
343263	TC01002953.hg
51059	
51059	TC08001674.hg
51059	TC08002549.hg
2237	TC11000541.hg
2237	
9398	TC01001025.hg
9398	
5881	TC17000944.hg
9982	TC04001058.hg
647087	
647087	TC07002607.hg
55230	
55230	TC02004856.hg
55230	TC02002882.hg
101929099	TC01003033.hg
101929099	TC01005735.hg
101929099	
28972	
28972	TC03000343.hg
10514	
10514	TC17001023.hg
10514	TC17002451.hg
1629	TC01002918.hg
1629	
23434	TC03001756.hg
23434	
64839	TC05001660.hg
64839	
104355293	TC13001549.hg
104355293	TC13000711.hg
104355293	TC13001550.hg
29082	
202374	
202374	TC05000801.hg
441168	
441168	TC06000919.hg
64792	TC07001693.hg
64792	
8898	TC11003302.hg
8898	TC11002209.hg
8898	
140838	TC20000734.hg
9278	TC6_qbl_hap6000197.hg
9278	TC6_mcf_hap5000184.hg
9278	TC6_cox_hap2000209.hg
9278	TC06001585.hg
9278	TC6_dbb_hap3000195.hg
50636	
50636	TC02001476.hg
3188	TC0X002316.hg
54879	
79004	
79004	TC10001621.hg
102724826	TC20000171.hg
102724826	
91937	TC05001976.hg
91937	
150527	TC02003575.hg
150527	TC02004583.hg
150527	TC02002342.hg
150527	TC02000815.hg
646743	TC02003575.hg
646743	TC02004583.hg
646743	TC02002342.hg
646743	TC02000815.hg
139728	
55022	
55022	TC02002845.hg
6129	
6129	TC08001328.hg
6129	TC08002382.hg
2641	TC02002479.hg
2641	
747	TC11000538.hg
148103	TC19001404.hg
148103	
64979	TC05001115.hg
64979	
283677	TC15000666.hg
399814	TC10001715.hg
11119	TC06000186.hg
11119	
196383	TC12002089.hg
90806	TC01003813.hg
90806	
4477	
360023	TC01003663.hg
284930	TC22001165.hg
284930	TC22000402.hg
284930	
57585	TC16002066.hg
57585	
2147	TC11002660.hg
2147	TC11000401.hg
2147	
56934	
56934	TC17001705.hg
6534	TC05000829.hg
6534	
1768	
1768	TC02000499.hg
1768	TC02003369.hg
6184	TC03001757.hg
6184	
149934	TC20000739.hg
149934	TC20001521.hg
1051	TC20001277.hg
1051	TC20000399.hg
4155	
102546298	TC05001938.hg
102546298	TC05003307.hg
166968	
166968	TC05001379.hg
200407	TC02005041.hg
200407	
25879	TC08000648.hg
25879	
6683	TC02000210.hg
5119	TC16001353.hg
5119	
9296	TC07000786.hg
100132249	ADDON002250.hg
100132249	ADDON002252.hg
100132249	ADDON001668.hg
441509	TC0X001243.hg
441509	
23546	TC19000701.hg
23546	
158586	TC0X000347.hg
84445	
84445	TC10000730.hg
131368	TC03000528.hg
131368	TC03000529.hg
131368	
103191607	
92737	TC02002847.hg
92737	
375940	TC10000892.hg
375940	TC10002342.hg
375940	
399827	TC10002906.hg
399827	TC10001768.hg
653635	
100288778	
11012	
11012	TC19001768.hg
10945	TC19001681.hg
10945	
1200	18671325
1200	18674313
1200	18671326
1200	18671320
1200	TC11001361.hg
1200	18671321
1200	18671323
1200	TC11001362.hg
1200	18671322
1200	18671324
1200	TC11003034.hg
1200	18671327
1200	
5091	
5091	TC11001976.hg
51566	TC0X000481.hg
51566	TC0X001798.hg
51566	
3340	
3340	TC05000831.hg
3340	TC05000832.hg
6173	
6173	TC0X002317.hg
257629	TC16000228.hg
4045	TC03003040.hg
4045	
51161	TC03001434.hg
51161	
100287559	TC15002269.hg
100287559	TC15000663.hg
374659	TC15001855.hg
5733	TC01005553.hg
5733	
5733	TC01005554.hg
23228	
23228	TC03000104.hg
126204	TC19001882.hg
5584	TC03000914.hg
5584	
10728	TC12002910.hg
10728	TC12001612.hg
150209	TC22000984.hg
150209	
23277	TC17000999.hg
23277	
79912	
79912	TC12000232.hg
353116	TC12002090.hg
353116	
83440	
83440	TC15001630.hg
83440	TC15002616.hg
1308	TC10001637.hg
1308	
55754	TC06001881.hg
55754	
79848	
79848	TC08000447.hg
11066	
6768	TC11001195.hg
6768	
389816	TC09002868.hg
389816	TC09001759.hg
389816	ADDON002531.hg
9043	TC17001700.hg
9043	
9043	TC17001701.hg
10579	
10579	TC10000883.hg
23595	TC06000789.hg
23595	
153571	
153571	TC05000026.hg
2997	TC19002540.hg
2997	TC19001703.hg
2997	
55254	
55254	TC03001683.hg
11338	TC19002244.hg
11338	TC19002243.hg
11338	TC19000906.hg
11338	
101929719	
101929719	TC05000722.hg
101929719	TC05002655.hg
4862	TC02000611.hg
4862	
102724316	
102724316	TC10001972.hg
4582	TC01005848.hg
4582	
4582	TC01006383.hg
768097	TC20001708.hg
768097	TC20001024.hg
26168	TC17002866.hg
26168	
114041	
114041	TC21000464.hg
114041	TC21000989.hg
4267	TC0Y000014.hg
4267	TC0X000014.hg
4267	
200197	TC01005282.hg
200197	TC01002240.hg
4675	TC0X001197.hg
4152	
4152	TC18000512.hg
730094	
730094	TC16001446.hg
730094	TC16000240.hg
102725138	
102725138	TC16001446.hg
102725138	TC16000240.hg
8856	TC03000613.hg
8856	
336	TC01003422.hg
336	
84693	
129563	
129563	TC02001396.hg
147081	TC17_ctg5_hap1000029.hg
147081	TC17002877.hg
147081	TC17_ctg5_hap1000022.hg
147081	TC17000590.hg
401884	TC17_ctg5_hap1000029.hg
401884	TC17002877.hg
401884	TC17_ctg5_hap1000022.hg
401884	TC17000590.hg
493900	TC11000166.hg
493900	
55837	TC14001024.hg
55837	
439921	
439921	TC02004666.hg
439921	TC17001905.hg
439921	TC02002474.hg
240	TC10000293.hg
729085	TC03003347.hg
729085	
55783	TC16001246.hg
55783	
339896	TC03001268.hg
339896	
145567	TC14002120.hg
145567	TC14001432.hg
145567	
27154	TC06000525.hg
27154	
57001	TC07000578.hg
57001	
221150	TC13000468.hg
221150	
7976	
7976	TC08000220.hg
7976	TC08001853.hg
60674	
60674	TC01005942.hg
60674	TC01003532.hg
60674	TC01003533.hg
2318	TC07000785.hg
2318	TC07003161.hg
2318	
100144748	TC10001493.hg
164832	TC02002137.hg
164832	TC02004433.hg
8754	TC08000298.hg
8754	TC08001887.hg
729515	TC06003946.hg
729515	TC06002256.hg
392197	ADDON002919.hg
3206	TC07003402.hg
3206	TC07002854.hg
124044	TC16001355.hg
23252	TC01000253.hg
23252	
57084	TC11000262.hg
57084	
130940	TC02002458.hg
130940	
100874284	TC01001499.hg
219771	
654502	
55334	
55334	TC14000415.hg
5118	TC07000627.hg
5118	
9889	TC22000413.hg
1787	TC10002486.hg
1787	
2197	18671382
2197	18671381
2197	18671388
2197	18671378
2197	18671387
2197	18671377
2197	TC11001928.hg
2197	18671384
2197	18671386
2197	18671385
2197	18671380
2197	18671383
2197	18671379
3852	TC12002888.hg
3852	TC12001526.hg
3852	
374899	TC19001478.hg
116986	TC12001632.hg
116986	
255743	
255743	TC04000548.hg
57446	TC20001565.hg
57446	TC20000816.hg
57446	
388553	TC19002174.hg
388553	TC19000654.hg
100528021	
100528021	TC15002652.hg
100528021	TC15002651.hg
115761	TC13000200.hg
57105	
5460	TC06003584.hg
5460	TC06001521.hg
5460	TC6_dbb_hap3000142.hg
5460	TC6_ssto_hap7000125.hg
5460	TC6_mcf_hap5000130.hg
5460	TC6_cox_hap2000153.hg
5460	TC6_qbl_hap6000143.hg
5460	TC6_mann_hap4000130.hg
101928707	
2802	TC12003216.hg
2802	
6700	TC01006377.hg
90589	
90589	TC19002683.hg
101927994	TC02000860.hg
101927994	TC02003587.hg
246744	TC17000594.hg
246744	TC17_ctg5_hap1000018.hg
8458	TC01001026.hg
8458	TC01004655.hg
8458	
1376	TC01000651.hg
64282	TC16000438.hg
64282	
9229	
2691	TC20000825.hg
55901	
54979	TC11001892.hg
59343	
59343	TC03001012.hg
93487	TC14000322.hg
93487	
9751	TC20001053.hg
50999	TC01005633.hg
50999	TC01005632.hg
50999	TC01002875.hg
50999	
2104	TC01006110.hg
2104	
26496	ADDON002496.hg
26496	TC11003041.hg
26496	TC11001380.hg
100507406	TC06003877.hg
100507406	ADDON000911.hg
100507406	ADDON001535.hg
100507406	TC06002154.hg
84301	ADDON002527.hg
84301	TC01004193.hg
84301	TC01000193.hg
84301	
27330	TC0X001186.hg
27330	
27330	TC0X002141.hg
55165	TC10000664.hg
55165	
57577	TC03001666.hg
57577	
150223	TC22001240.hg
150223	TC22000545.hg
23150	
25817	TC22000407.hg
25817	TC22001173.hg
25817	
101929058	TC12002544.hg
101929058	TC12000797.hg
101929058	
9415	
9589	TC06001146.hg
9589	TC06001795.hg
9589	
284933	TC22001407.hg
284933	TC22000896.hg
284933	
100073347	ADDON002304.hg
100073347	TC19000932.hg
100073347	TC19002257.hg
100874206	
10794	TC19000937.hg
10794	
85359	TC22000510.hg
85359	TC22000952.hg
90634	
90634	TC13001722.hg
90634	TC13000550.hg
388558	
388558	TC19002648.hg
10588	
10588	TC15002651.hg
10588	TC15002780.hg
10880	ADDON002825.hg
10880	TC09001454.hg
6050	TC11001235.hg
377630	TC08000987.hg
377630	TC04000102.hg
7374	TC12000843.hg
7374	
4277	TC06000366.hg
4277	TC6_apd_hap1000034.hg
4277	TC6_mann_hap4000216.hg
4277	TC6_ssto_hap7000189.hg
4277	TC6_dbb_hap3000053.hg
4277	TC6_qbl_hap6000239.hg
4277	TC6_cox_hap2000235.hg
4277	TC6_mcf_hap5000048.hg
55623	TC16001799.hg
55623	TC16000930.hg
55623	
27284	TC04001267.hg
27284	
147746	TC19001538.hg
6343	TC11001243.hg
148418	
3761	TC22000790.hg
1807	
339059	TC16000685.hg
339059	TC16001702.hg
2395	TC09000318.hg
2395	
100507055	TC12002152.hg
100507055	TC12003198.hg
100507055	
151126	
83940	TC08002509.hg
83940	
6868	TC02001558.hg
6868	
54987	TC01002667.hg
54987	
25854	
25854	TC04000913.hg
148581	TC01000724.hg
148581	
338322	TC11001381.hg
338322	ADDON002610.hg
9238	
9238	TC07001352.hg
9238	TC07001353.hg
56900	TC01000937.hg
56900	
7076	
7076	TC0X000238.hg
101928270	TC01002909.hg
101928270	TC01005661.hg
340017	TC04000800.hg
340017	TC04002290.hg
2842	
2842	TC12001256.hg
6704	TC01003255.hg
6704	TC01005835.hg
11145	TC11001893.hg
11145	
2710	TC0X000141.hg
2710	TC0X002158.hg
2710	
9255	
9255	TC04000549.hg
155006	
155006	TC07000869.hg
27020	TC15001634.hg
27020	
7568	
7568	TC19002682.hg
205147	TC02000827.hg
205147	
26052	
26052	TC01001498.hg
6732	TC06001668.hg
6732	TC06003619.hg
6732	
29105	TC16001147.hg
29105	
3205	
122704	
122704	TC14000132.hg
441951	TC20000386.hg
441951	TC20001267.hg
441951	TC20000389.hg
441951	TC20000387.hg
441951	
126549	TC19002627.hg
126549	
101929144	
101929144	TC19002409.hg
101929144	TC19001363.hg
100874270	TC01001038.hg
2664	
2664	TC0X000772.hg
101928190	TC03000847.hg
101928190	TC03002617.hg
2171	TC13001572.hg
2171	TC13000729.hg
2171	TC08000518.hg
2171	TC11001833.hg
51179	
51179	TC01001037.hg
79089	TC17000565.hg
79089	
100996307	
100996307	TC19002149.hg
100996307	TC19000600.hg
101930071	
101930071	TC19002149.hg
101930071	TC19000600.hg
10317	TC21000730.hg
10317	
200909	TC03000989.hg
200909	
54892	TC07002083.hg
54892	
145853	TC15000624.hg
64065	TC06002157.hg
440077	TC12003233.hg
440077	
100131539	TC12003233.hg
100131539	
57509	
57509	TC08002241.hg
4034	
4034	TC07003372.hg
10881	ADDON002768.hg
10881	TC09000547.hg
10296	
88455	
88455	TC12000854.hg
22794	TC17000490.hg
22794	
403273	TC03000484.hg
403273	ADDON002491.hg
147	TC05000889.hg
403274	TC03000485.hg
403274	TC03002430.hg
23219	TC01001841.hg
23219	
249	TC01000272.hg
249	
23514	
51507	TC20001758.hg
51507	
51507	TC20000432.hg
5651	TC21000305.hg
5651	
5218	
5218	TC07003336.hg
101926926	
101926926	TC08001329.hg
101926926	TC08002383.hg
3898	
3898	TC01006280.hg
55740	TC01003889.hg
55740	
10024	
10024	TC12000370.hg
55861	TC20001238.hg
55861	TC20001732.hg
23271	TC01001651.hg
23271	
164592	TC22000094.hg
79310	TC03000488.hg
345757	TC05000490.hg
345757	
79295	TC03000487.hg
79295	ADDON002641.hg
253935	TC11002223.hg
253935	
2906	TC19000702.hg
1414	TC22000612.hg
196792	TC10002954.hg
203562	TC0X000502.hg
89876	
89876	TC03000612.hg
28955	TC16000860.hg
28955	
6705	TC01006376.hg
10982	TC18000674.hg
10982	
10982	TC18000142.hg
100874204	TC03000653.hg
84896	TC10001492.hg
84896	TC10002757.hg
55192	TC15001243.hg
55192	
7535	TC02000594.hg
7535	
3122	TC06000399.hg
3122	TC6_ssto_hap7000076.hg
3122	TC6_mcf_hap5000075.hg
3122	TC6_cox_hap2000090.hg
3122	TC6_qbl_hap6000081.hg
3122	TC6_dbb_hap3000083.hg
3122	TC6_mann_hap4000074.hg
51068	
51068	TC03000881.hg
100131814	
100131814	TC06003073.hg
142913	
142913	TC10002193.hg
142913	TC10000622.hg
374308	
403277	TC03000490.hg
403278	TC03000489.hg
441374	TC08000622.hg
441374	TC08002036.hg
5784	TC01003817.hg
5784	TC01006108.hg
5784	
57562	TC11000950.hg
57562	
50624	TC10002872.hg
50624	TC10002953.hg
50624	
3908	TC06000976.hg
3908	
100288181	TC08001701.hg
100288181	TC08002558.hg
6701	
284340	TC19001574.hg
6326	
6326	TC02003665.hg
6326	TC02000985.hg
100996597	TC03000103.hg
100996597	TC03002243.hg
221	TC11000702.hg
221	
838	TC11003322.hg
838	TC11002247.hg
838	
5217	
5217	TC03003395.hg
222389	
7185	TC09001541.hg
7185	
7879	TC03000677.hg
7879	
6706	TC01005837.hg
6706	TC01003256.hg
6706	TC01006379.hg
5367	TC12001888.hg
728689	TC16000986.hg
728689	TC16000305.hg
100507537	TC03001925.hg
100507537	TC03003169.hg
832	TC01005305.hg
832	
29970	
2232	
2232	TC17001864.hg
6202	TC01000564.hg
6202	
5026	TC17002885.hg
5026	TC17002446.hg
5026	
375704	TC09001037.hg
1587	TC08001158.hg
1587	TC08002297.hg
1587	
29979	TC09001280.hg
29979	
100862662	TC03000654.hg
100862662	TC03002511.hg
100862662	
1600	TC01005517.hg
1600	TC01006359.hg
1600	
3479	TC12001890.hg
3479	
5671	
64100	TC19000696.hg
64100	
5902	
27332	
27332	TC02003321.hg
717	TC6_qbl_hap6000224.hg
717	TC06004076.hg
717	TC6_mcf_hap5000212.hg
717	TC6_dbb_hap3000221.hg
717	TC6_ssto_hap7000198.hg
717	TC6_mann_hap4000195.hg
717	TC6_cox_hap2000244.hg
4986	TC08001212.hg
4986	TC08002324.hg
4986	
65095	TC19001169.hg
65095	
284403	
284403	TC19000493.hg
284403	TC19002108.hg
10959	18670870
10959	18670875
