EntrezGene ID	RefSeq mRNA [e.g. NM_001195597]
26772	
84929	
84929	NM_032843
84929	NM_001145106
23406	NM_021149
23406	
102466735	
100302165	
100033812	
100500893	
406933	
100616410	
100033446	
100616346	
100616493	
100616239	
100302128	
100302164	
767588	
100422963	
100616294	
399474	NM_001003682
399474	NM_001171868
7357	NM_003358
7357	
6835	NM_017503
6835	NM_001278928
6835	
102466911	
478	
478	NM_152296
478	NM_001256214
478	NM_001256213
100169764	
100847066	
1139	NM_001190455
1139	NM_000746
1139	
102465522	
55667	
55667	NM_017925
101927931	
406954	
768217	
100616193	
100616459	
100422826	
574488	
27335	
27335	NM_013234
27335	NM_001300992
102465871	
407022	
100616308	
100500871	
100616368	
100616451	
692213	
406992	
8555	
8555	NM_033331
8555	NM_003671
8555	NM_001077181
10273	NM_005861
10273	
10273	NM_001293197
494551	NM_001105558
494551	
1656	NM_004397
1656	
1656	NM_001257191
100422907	
102466875	
100500906	
100616131	
693197	
100616433	
767600	
728039	
102465874	
100033458	
154	NM_000024
100302256	
102465247	
100616147	
100423028	
102465505	
100422858	
100423036	
100616291	
100847060	
100616312	
6635	
6635	NM_003094
23409	
23409	NM_012240
84935	NM_032849
84935	
100126297	
653784	
653784	NM_001085365
100847039	
574493	
100500817	
100847071	
100423041	
57658	
57658	NM_001143682
57658	NM_020898
100500819	
100302146	
100033439	
83707	NM_001160393
83707	NM_001160390
83707	NM_001033678
83707	
83707	NM_001160392
83707	NM_001160389
83707	NM_031472
406895	
102465869	
100616285	
102466736	
693211	
100033810	
100302184	
100874528	
100616158	
100616478	
100616322	
100500810	
100313887	
693210	
574501	
100616488	
22888	NM_014948
22888	NM_001267584
22888	NM_199415
22888	
79811	NM_001013843
79811	NM_024755
79811	
677841	
102465836	
100616384	
728062	NM_001080141
728062	
102464825	
100616232	
83548	
83548	NM_031431
406997	
100302286	
84246	NM_032286
84246	
102465683	
102465801	
100616364	
102465535	
100422848	
102466873	
554212	
54964	NM_017860
54964	
407029	
767585	
100616302	
56137	NM_031864
56137	NM_018903
100422923	
574411	
100616273	
100423001	
100616379	
56156	NM_031273
102466104	
100422925	
407047	
407028	
100616314	
693129	
100500856	
100422996	
102465689	
103504740	
100616401	
100847036	
102465520	
693186	
2965	NM_001142307
2965	
2965	NM_005316
100302275	
387715	NM_001099667
100847087	
26821	
148	NM_033303
148	
148	NM_033302
148	NM_033304
148	NM_000680
677847	
102465493	
100847002	
100616489	
89839	NM_001039841
693174	
255631	NM_152890
255631	
102465427	
102466189	
285237	NM_173824
285237	
693135	
81168	NM_001004064
9883	NM_001257190
9883	
9883	NM_172020
574511	
406903	
100506127	
100506127	NM_001282456
100422825	
100422827	
100169765	
4670	NM_031203
4670	
4670	NM_005968
4670	NM_001297418
100500847	
100616233	
574470	
693207	
100302161	
100422901	
84678	NM_001005366
84678	
84678	NM_032590
100302123	
100422832	
100422899	
93166	NM_001136239
93166	
102466732	
100616456	
100616248	
767591	
102465250	
693180	
100033815	
677780	
677809	
26829	
100616416	
8459	NM_003595
8459	NM_001008566
8459	
9253	NM_001289979
9253	NM_001289980
9253	
9253	NM_004756
693196	
100033428	
100033416	
100847012	
100422985	
26835	
100500876	
100422843	
102465840	
574510	
100302229	
582	
582	NM_024649
100423026	
693158	
100616423	
100847076	
102466889	
3116	
102465462	
100302114	
314	NM_009590
314	NM_001158
100500851	
100616244	
102466616	
406919	
50832	NM_016944
102465752	
102465524	
100616474	
102723897	
100616476	
100422960	
100847068	
132864	NM_182485
132864	NM_182646
132864	
132864	NM_001177384
132864	NM_001177382
132864	NM_001177381
132864	NM_001177383
100847046	
100422861	
406960	
100616482	
105372894	
100126304	
407006	
2353	NM_005252
2353	
574459	
100422873	
767608	
102465441	
100422954	
100188847	
102466865	
100616484	
406952	
100616428	
574516	
100422936	
100616243	
728137	NM_001077697
728137	
100302144	
100616432	
101954273	
100169766	
100422854	
100616342	
102465837	
100126349	
102464832	
100422862	
11076	NM_007030
101954271	
102465517	
554214	
100422908	
154288	NM_001017361
26870	
100847029	
100500881	
100616303	
100616277	
79839	
79839	NM_024781
79839	NM_001093729
102464827	
100506581	
100506581	NM_001195125
100506581	NM_001195124
100506581	NM_001256917
101340252	
253017	
253017	NM_001010874
102466912	
100302124	
100033426	
5877	NM_002871
100500882	
100847031	
554210	
100422990	
768222	
102466253	
7919	
7919	NM_004640
7919	NM_080598
677768	
767564	
100616256	
100169760	
54766	NM_017589
54766	
406949	
100422951	
100302134	
26777	
100616196	
100616311	
100500879	
102466202	
2880	NM_001509
2880	NM_003996
100302138	
693153	
100302153	
100500834	
102465139	
103504739	
406969	
677796	
100616195	
100124535	
100422836	
100500897	
9300	
100422834	
100379132	
100422849	
105372897	
100302205	
100616393	
102466743	
692072	
100302236	
100616429	
100422846	
100500890	
100033438	
100126339	
100500812	
100302127	
51764	NM_016541
100302288	
100500872	
171024	NM_001286755
171024	
171024	NM_001128934
171024	NM_001286754
171024	NM_133477
171024	NM_001128933
100616215	
677798	
5865	NM_002867
693199	
100422974	
100500843	
100616143	
2843	NM_005293
692073	
102466194	
574448	
100616310	
26805	
100422982	
693157	
407049	
692076	
84938	NM_032852
84938	NM_178221
84938	
102465440	
574414	NM_001195571
100313780	
100500866	
574512	
100616268	
100616245	
100846998	
100422857	
100616211	
102466757	
692214	
100132677	
406946	
102466877	
152002	NM_152531
152002	
152002	NM_001308069
100302116	
100500908	
26863	
407053	
102466746	
100033423	
693159	
102465526	
100423035	
100847022	
100313778	
724029	
100500900	
100033811	
6319	NM_005063
100616175	
201176	NM_199282
201176	
201176	NM_174919
201176	NM_001282290
338427	
100500914	
100847008	
100500850	
724032	
9731	NM_014704
9731	
102465485	
100500823	
100169759	
100302156	
692223	
100616123	
100616224	
100422911	
100287722	
102465138	
102724023	
100288966	
100616169	
55704	NM_001135597
55704	NM_018084
55704	
55704	NM_001254943
100302132	
6158	NM_000991
6158	NM_001136136
6158	NM_001136137
6158	NM_001136135
6158	NM_001136134
6158	
26517	NM_012458
26517	
23351	
23351	NM_015299
23351	NM_001290257
23351	NM_001290256
595099	
440419	
102465474	
100847059	
26828	
100033808	
100847081	
285267	
285267	NM_001145093
285267	NM_001145083
285267	NM_001145082
693133	
100500883	
100500919	
693138	
693170	
100616204	
100422972	
100500904	
100616284	
285242	NM_001256613
285242	NM_198313
285242	NM_182589
285242	
285242	NM_198314
285242	NM_001256614
101928200	
692229	
101954272	
100302743	
100302276	
767562	
693123	
83592	
83592	NM_001040177
83592	NM_001271025
83592	NM_001271021
100302211	
100302228	
84812	
84812	NM_032726
4600	NM_002463
4600	
6023	
100302141	
693208	
100302135	
100313843	
654321	
442911	
406956	
100422914	
10043	
10043	NM_005488
10043	NM_001135729
10043	NM_001135732
10043	NM_001135730
406976	
54665	NM_018364
54665	
100422950	
54467	
54467	NM_019004
100126296	
9824	NM_199357
9824	NM_014783
9824	NM_001286480
9824	NM_001286479
100616485	
254173	
254173	NM_153254
254173	NM_001130045
684959	
100313837	
9476	NM_004851
9476	
574467	
100033450	
693221	
245913	NM_001037728
245913	NM_001037497
100302167	
343	NM_001169
343	
724024	
102465870	
100422939	
574443	
100302121	
9515	NM_014980
9515	NM_001308330
9515	
102466252	
100302219	
100616324	
102466739	
767596	
64601	NM_022575
64601	NM_080413
64601	
7473	NM_030753
100422978	
102465995	
102465872	
26790	
102465531	
768213	
102465428	
767561	
100302280	
100616434	
100126350	
100847067	
100169762	
100423038	
54014	NM_018963
54014	
54014	NM_033656
54014	NM_001007246
9355	
9355	NM_004789
100616109	
677811	
642402	
100422953	
100616356	
100302155	
2116	
2116	NM_001304549
2116	NM_001300974
2116	NM_014209
406882	
102465877	
102465862	
3996	NM_004140
3996	
100126308	
102465475	
1837	NM_001198945
1837	NM_001392
1837	
1837	NM_001198938
1837	NM_001128175
1837	NM_001198939
1837	NM_001198940
1837	NM_032979
1837	NM_001391
1837	NM_032978
1837	NM_001198941
1837	NM_001198943
1837	NM_001198942
1837	NM_032980
1837	NM_032981
1837	NM_001198944
1837	NM_032975
1837	NM_001390
102466724	
693198	
100033424	
100847051	
26789	
102465803	
406988	
767582	
407056	
100616409	
100847017	
80204	NM_025133
80204	NM_001190274
80204	
100302122	
100616455	
6432	NM_001031684
6432	
6432	NM_001195446
442899	
100616365	
102466814	
100616127	
102465909	
100616212	
100500827	
100847003	
9783	NM_014747
9783	
100302257	
100033434	
100423012	
102466750	
406958	
542767	
26792	
80067	
80067	NM_025000
80067	NM_001164821
693202	
9755	NM_014726
9755	
100616475	
25859	
100500826	
102465800	
693231	
100500831	
102465486	
100033809	
26810	
2139	NM_005244
2139	NM_172110
2139	
100616209	
7082	NM_175610
7082	NM_001301025
7082	NM_003257
7082	
7082	NM_001301026
100616266	
100847056	
8944	
85389	
100422988	
26773	
100616202	
102466967	
406884	
103504731	
100847048	
102464829	
692215	
693165	
3820	NM_002258
715	NM_001733
715	
100616328	
26871	
102465842	
406910	
100616370	
7711	
7711	NM_001260488
7711	NM_198089
7711	NM_003445
7711	NM_001260486
7711	NM_001260487
100616494	
100169761	
406947	
100500825	
724026	
103504735	
100422847	
100422945	
100616278	
100113380	
406977	
345643	NM_001190787
345643	
677845	
693160	
100847047	
26099	NM_001114600
26099	NM_001271869
26099	
100616301	
554213	
26808	
100616259	
51621	
51621	NM_015995
100302234	
84798	NM_001290149
84798	NM_001290150
84798	NM_001290151
84798	NM_199250
84798	NM_001290155
84798	NM_001290152
84798	NM_032712
84798	
84798	NM_001290153
84798	NM_001290154
84798	NM_199249
100616138	
5187	NM_002616
5187	
170959	NM_133473
170959	
389898	
391003	NM_001099850
767578	
407014	
4050	
4050	NM_002341
6066	
693161	
102466815	
9304	
102724828	
102465834	
595098	
1102	NM_001268
1102	
1102	NM_001286832
1102	NM_001286830
1102	NM_001286831
554223	
100847070	
101340250	
102723373	
100302259	
407977	NM_172089
100616360	
574506	
100616114	
693163	
26817	
677840	
100422856	
102465458	
57335	
57335	NM_001288649
57335	NM_001288642
57335	NM_020652
57335	NM_001288646
57335	NM_001130842
57335	NM_001288645
57335	NM_001288648
57335	NM_001288643
102465456	
100302130	
100616361	
100169754	
1748	NM_138281
1748	
1748	NM_001934
102465864	
100847020	
100616313	
102466751	
100616354	
100302233	
100422992	
693234	
102465477	
100302139	
26796	
23559	NM_012477
23559	
100422841	
100422997	
100422986	
101954278	
693146	
100302217	
6668	NM_003110
6668	
100126354	
102465975	
574513	
51527	NM_001271905
51527	NM_016472
51527	
51527	NM_001271904
51527	NM_001271906
94161	
574504	
26818	
80217	
80217	NM_025145
100500896	
116535	NM_145015
116535	
116535	NM_001098515
55603	
55603	NM_017633
100616258	
693139	
100616483	
26780	
102466196	
100847077	
6082	
1448	NM_005212
677832	
2917	
2917	NM_000844
2917	NM_181874
100616329	
693201	
85391	
768215	
1394	NM_001145146
1394	NM_001145148
1394	NM_004382
1394	NM_001145147
1394	NM_001303020
1394	NM_001303018
1394	NM_001303016
1394	
102465436	
100033430	
100302209	
442910	
442918	
8897	NM_021090
8897	
8897	NM_153051
8897	NM_153050
102465503	
5136	NM_001258312
5136	NM_005019
5136	
5136	NM_001003683
5136	NM_001258313
5136	NM_001258314
407020	
692063	
102465478	
2720	NM_000404
2720	NM_001079811
2720	NM_001135602
2720	
100616205	
574484	
100616449	
406935	
116937	
56145	NM_031497
56145	NM_018906
100033445	
100500869	
102465866	
574472	
5167	
5167	NM_006208
406939	
143279	
143279	NM_173497
143279	NM_182765
143279	NM_001284274
100423018	
102465873	
100616129	
406995	
122664	
122664	NM_173846
406929	
100616388	
100313835	
5393	NM_005033
5393	
5393	NM_001034194
102465879	
574503	
101927318	
100616281	
100033805	
102724770	
100500894	
100423008	
693190	
1363	
1363	NM_001873
102465907	
724025	
100616414	
374768	NM_199339
102723362	
140612	NM_020828
140612	NM_001308440
140612	
102465863	
100616336	
406971	
100616400	
100126313	
100847052	
100302115	
9299	
89882	NM_033516
89882	NM_001001875
89882	NM_001001874
406920	
406896	
100616250	
100302239	
100616437	
100302169	
100616448	
677781	
100126331	
100616375	
100033415	
574480	
767605	
151011	
151011	NM_144710
151011	NM_178584
693142	
100616207	
406959	
100616440	
102466659	
574442	
100422737	
102466742	
100616249	
54873	NM_017734
54873	
102467004	
102464835	
677800	
100616477	
768220	
619571	
102465469	
100422909	
102466982	
100422962	
100422831	
102466753	
407037	
693203	
729587	
100847027	
91851	
91851	NM_145234
91851	NM_001143981
91851	NM_001143983
91851	NM_001143982
100500917	
677816	
100500808	
100616332	
100379141	
100302113	
23512	NM_015355
23512	
100847082	
100422942	
55643	
55643	NM_017797
692058	
102465833	
406968	
100616325	
81876	NM_030981
81876	
693128	
26834	
100616386	
100500857	
100422877	
100422987	
100422903	
574487	
692093	
29889	
29889	NM_013285
56123	NM_018933
100616391	
56244	NM_001304561
56244	
101928600	
574457	
100616179	
3687	
3687	NM_000887
3687	NM_001286375
115653	NM_153443
693131	
100500895	
100616124	
4952	
4952	NM_000276
4952	NM_001587
693219	
100033806	
54875	
54875	NM_017738
54875	NM_001114395
100423005	
574486	
338433	
692202	
102465460	
574485	
100616299	
102466953	
102465976	
55650	
55650	NM_017837
55650	NM_001202554
8195	NM_170784
8195	NM_018848
8195	
9397	
9397	NM_004808
9397	NM_001308295
100847043	
81609	
81609	NM_030918
57415	NM_001291941
57415	
57415	NM_001291942
57415	NM_020685
102466872	
100616486	
724023	
102465481	
100847041	
100616343	
27111	
27111	NM_015685
27111	NM_001199784
27111	NM_080489
128367	NM_001004477
3809	
100302281	
391190	NM_001001963
102465489	
100500816	
127077	NM_001001964
102465455	
100616340	
406937	
256892	NM_001004752
100847016	
10936	NM_006794
100616222	
100126324	
85390	
100422934	
119695	NM_001005177
100302185	
3802	NM_014218
79324	NM_001005237
767567	
407030	
3122	NM_019111
100847053	
390093	NM_001004461
23310	
23310	NM_015261
100847089	
5019	NM_000436
5019	
119764	NM_001004727
102465504	
100847092	
102466755	
219428	NM_001004701
100423023	
390142	NM_001001967
220002	NM_001161452
220002	NM_153611
220002	
220002	NM_001300763
220002	NM_001161454
406898	
100846992	
219437	NM_001004738
1071	NM_000078
1071	NM_001286085
1071	
574479	
729528	
729528	NM_001024661
100302119	
100302125	
219479	NM_001004744
100616146	
219493	NM_001004730
101954266	
134353	NM_173491
285989	NM_213603
285989	
285989	NM_001013258
101928886	
219952	NM_001005186
4939	NM_016817
4939	NM_002535
4939	NM_001032731
4939	
138715	NM_001017363
5195	
5195	NM_004565
6865	
6865	NM_001057
100033456	
100500909	
283162	NM_001005196
102465880	
11007	NM_006848
100423021	
442194	NM_013941
406911	
442909	
347169	NM_001004450
102465527	
677802	
100033422	
85302	NM_001080542
100500846	
102465695	
406922	
828	NM_080590
56667	NM_033049
56667	
100616334	
442895	
26281	NM_019851
26281	
100616292	
100847000	
693184	
953	NM_001164183
953	NM_001164182
26822	
100033417	
664613	
100126309	
102465688	
102465442	
100505591	
101928947	
3431	NM_001185015
3785	
3785	NM_172106
3785	NM_004518
3785	NM_172107
3785	NM_172108
3785	NM_172109
101060321	NM_001291462
5819	NM_002856
5819	NM_001042724
5819	
100169751	
909	NM_001763
23081	NM_001146696
105377494	
574509	
8569	
8569	NM_003684
8569	NM_001135553
8569	NM_198973
55684	NM_001173988
102465684	
677813	
100422955	
100313840	
100302218	
100616130	
171389	NM_001276700
171389	NM_138329
171389	
100616227	
445	NM_054012
445	
445	NM_000050
100616387	
28976	
28976	NM_014049
100151683	
100422970	
102465867	
54762	
54762	NM_017577
54762	NM_001172105
8644	NM_001253908
406974	
102466744	
407033	
102466749	
113220	
113220	NM_138424
9837	NM_021067
9837	
100616381	
374387	
51643	NM_001282610
727676	
100616458	
388327	NM_001105520
402160	NM_001193282
26781	
100847072	
693152	
100847014	
63915	NM_001199323
693168	
6079	
54494	NM_001271562
677792	
400121	
102467074	
3710	
3710	NM_002224
100616367	
105379478	
100169763	
102465507	
105373383	
100616422	
693209	
9210	NM_005448
56241	NM_019601
56241	
146894	NM_001168323
146894	NM_001168322
146894	
146894	NM_001168324
146894	NM_145273
407001	
406909	
619563	
25826	
4319	NM_002425
4319	
100616307	
285577	
102466656	
100847078	
767565	
693218	
102465514	
102466227	
100874185	
10801	
100616187	
100124537	
100302268	
100422859	
100302152	
5396	
5396	NM_006902
5396	NM_022716
574466	
574468	
101954275	
100616369	
27430	NM_182796
27430	
27430	NM_013283
693171	
693185	
1196	NM_003993
1196	NM_001294339
1196	NM_001294338
1196	
101410543	
102465516	
100616112	
24150	NM_001243722
24150	
653550	NM_001243722
653550	
729264	NM_001243722
729264	
729355	NM_001243722
729355	
102723655	NM_001243722
102723655	
102723713	NM_001243722
102723713	
102724101	NM_001243722
102724101	
102724127	NM_001243722
102724127	
166012	NM_152889
166012	
100302254	
8293	NM_022968
8293	
8293	NM_021967
100847006	
114822	NM_052924
114822	
767595	
26767	
100302183	
100616408	
693147	
3934	
3934	NM_005564
245915	NM_001037498
100302140	
100500868	
100500903	
693149	
79786	NM_024731
79786	NM_001303451
79786	
26800	
56140	NM_031856
56140	NM_018911
102465666	
158427	
158427	NM_139246
80036	NM_001007471
80036	
80036	NM_020952
80036	NM_206946
80036	NM_206945
80036	NM_001007470
80036	NM_206948
80036	NM_024971
80036	NM_206947
80036	NM_206944
4661	
4661	NM_004535
166815	
166815	NM_145715
146852	NM_153007
146852	
102466515	
692148	
100616337	
6992	
6992	NM_021959
406907	
386618	NM_198404
100422852	
100616269	
515	
515	NM_001688
101927884	
100033460	
10199	NM_005791
10199	
91316	
259294	NM_176888
619568	
102466748	
100313781	
11072	NM_007026
11072	
6834	NM_003172
6834	
6834	NM_001280787
100616267	
100616472	
102725121	
53940	NM_031894
10190	NM_005783
10190	
692225	
100302143	
145438	
641649	
641649	NM_001098825
641649	NM_001098821
641649	NM_001098824
641649	NM_001098823
641649	NM_001098822
641649	NM_001042595
693206	
50840	NM_023922
50840	
102724357	
26815	
144125	
144125	NM_001004489
3808	NM_012313
767563	
629	
629	NM_001710
102465978	
100423011	
100033413	
148534	NM_152487
148534	NM_001199679
148534	
100616167	
677793	
349152	
63943	NM_022110
693216	
27248	
27248	NM_001127397
27248	NM_015701
27248	NM_001127398
100996720	
442916	
26766	
406955	
102465444	
100500913	
100302287	
677807	
406994	
767610	
7072	NM_022173
7072	NM_022037
7072	
677830	
102466854	
101928283	
100422977	
100422845	
100616359	
6232	NM_001030
6232	
100131138	
100616399	
100616139	
100616111	
102466741	
103504741	
221184	NM_152727
221184	
25805	NM_012342
25805	
106478957	
114787	NM_052899
100313824	
26787	
102465470	
101929717	
100616389	
257202	NM_182701
170850	NM_133329
170850	NM_172344
100616487	
374882	
374882	NM_001145416
374882	NM_198536
374882	NM_033408
