hgnc_id	hgnc	previous	synonyms	entrez
HGNC:42517	DENND5B-AS1			
HGNC:26635	DENND6A	FAM116A	FLJ34969, AFI1A	201627
HGNC:41152	DENND6A-AS1			
HGNC:32690	DENND6B	FAM116B	MGC33692, AFI1B	414918
HGNC:2769	DENR		DRP, DRP1, SMAP-3	8562
HGNC:22949	DEPDC1		DEP.8, FLJ20354, SDP35, DEPDC1A	55635
HGNC:50592	DEPDC1-AS1			101927220
HGNC:24902	DEPDC1B		XTP1, BRCC3	55789
HGNC:31125	DEPDC1P1			730888
HGNC:33975	DEPDC1P2			100126446
HGNC:22952	DEPDC4		DEP.4, FLJ33505	120863
HGNC:18423	DEPDC5		KIAA0645, DEP.5	9681
HGNC:29899	DEPDC7			91614
HGNC:22953	DEPTOR	DEPDC6	DEP.6, FLJ12428	64798
HGNC:24269	DERA		CGI-26, DEOC	51071
HGNC:28454	DERL1		MGC3067, PRO2577, FLJ13784, DER1, DER-1, derlin-1	79139
HGNC:17943	DERL2		F-LAN-1, FLANa, F-LANa, CGI-101, derlin-2	51009
HGNC:14236	DERL3	C22orf14	FLJ43842, MGC71803, derlin-3, IZP6	91319
HGNC:2770	DES		CMD1I, CSM1, CSM2	1674
HGNC:24577	DESI1	FAM152B, PPPDE2	D15Wsu75e	27351
HGNC:24264	DESI2	C1orf121, FAM152A, PPPDE1	CGI-146, FLJ21998	51029
HGNC:25477	DET1		FLJ10103	55070
HGNC:13267	DEXI		MYLE	28955
HGNC:2772	DFFA		DFF-45, DFF45, ICAD, DFF1	1676
HGNC:2773	DFFB		CAD, CPAN, DFF-40, DFF40	1677
HGNC:49815	DFFBP1			100422581
HGNC:2774	DFN1~withdrawn			
HGNC:2775	DFN2~withdrawn			
HGNC:2776	DFN3~withdrawn			
HGNC:2778	DFN5			1681
HGNC:2779	DFN6~withdrawn			
HGNC:2780	DFN7~withdrawn			
HGNC:2781	DFN8			
HGNC:2782	DFNA1~withdrawn			
HGNC:2792	DFNA2~withdrawn			
HGNC:2801	DFNA3~withdrawn			
HGNC:2809	DFNA4~withdrawn			
HGNC:2810	DFNA5		ICERE-1	1687
HGNC:2811	DFNA6~withdrawn			
HGNC:2812	DFNA7			
HGNC:2813	DFNA8~withdrawn			
HGNC:2814	DFNA9~withdrawn			
HGNC:2783	DFNA10~withdrawn			
HGNC:2784	DFNA11~withdrawn			
HGNC:2785	DFNA12~withdrawn			
HGNC:2786	DFNA13~withdrawn			
HGNC:2787	DFNA14~withdrawn			
